uf;ibge;municipio;2021;2020;nome_teste;2019;teste
PR;4117214;Nova Santa Bárbara;4304;4277;Nova Santa Bárbara;4249;certo
MT;5106190;Nova Santa Helena;3755;3737;Nova Santa Helena;3718;certo
PI;2207959;Nova Santa Rita;4392;4383;Nova Santa Rita;4374;certo
RS;4313375;Nova Santa Rita;30482;29905;Nova Santa Rita;29300;certo
PR;4117222;Nova Santa Rosa;8311;8266;Nova Santa Rosa;8219;certo
MG;3145208;Nova Serrana;108241;105520;Nova Serrana;102693;certo
BA;2922904;Nova Soure;27047;26998;Nova Soure;26947;certo
PR;4117271;Nova Tebas;5252;5448;Nova Tebas;5649;certo
PA;1505007;Nova Timboteua;15646;15506;Nova Timboteua;15363;certo
SC;4211504;Nova Trento;15010;14782;Nova Trento;14549;certo
MT;5106240;Nova Ubiratã;12492;12298;Nova Ubiratã;11982;certo
RO;1101435;Nova União;6822;6895;Nova União;6970;certo
MG;3136603;Nova União;5739;5732;Nova União;5725;certo
ES;3203908;Nova Venécia;50751;50434;Nova Venécia;50110;certo
SC;4211603;Nova Veneza;15515;15342;Nova Veneza;15166;certo
GO;5215009;Nova Veneza;10193;10018;Nova Veneza;9853;certo
BA;2923001;Nova Viçosa;44170;43783;Nova Viçosa;43376;certo
MT;5106257;Nova Xavantina;21695;20944;Nova Xavantina;21374;certo
SP;3533254;Novais;6057;5945;Novais;5830;certo
TO;1715101;Novo Acordo;4450;4397;Novo Acordo;4342;certo
AM;1303205;Novo Airão;20395;19928;Novo Airão;19454;certo
TO;1715150;Novo Alegre;2332;2332;Novo Alegre;2332;certo
AM;1303304;Novo Aripuanã;26443;26046;Novo Aripuanã;25644;certo
RS;4313490;Novo Barreiro;4185;4175;Novo Barreiro;4164;certo
GO;5215207;Novo Brasil;2775;2843;Novo Brasil;2913;certo
RS;4313391;Novo Cabrais;4246;4222;Novo Cabrais;4196;certo
MG;3145307;Novo Cruzeiro;31339;31335;Novo Cruzeiro;31331;certo
GO;5215231;Novo Gama;119649;117703;Novo Gama;115711;certo
RS;4313409;Novo Hamburgo;247303;247032;Novo Hamburgo;246748;certo
BA;2923035;Novo Horizonte;12653;12522;Novo Horizonte;12385;certo
SP;3533502;Novo Horizonte;41765;41414;Novo Horizonte;41052;certo
SC;4211652;Novo Horizonte;2366;2404;Novo Horizonte;2442;certo
MT;5106273;Novo Horizonte do Norte;4069;4051;Novo Horizonte do Norte;4004;certo
RO;1100502;Novo Horizonte do Oeste;8125;8329;Novo Horizonte do Oeste;8538;certo
MS;5006259;Novo Horizonte do Sul;3556;3684;Novo Horizonte do Sul;3814;certo
PR;4117297;Novo Itacolomi;2836;2840;Novo Itacolomi;2844;certo
TO;1715259;Novo Jardim;2768;2745;Novo Jardim;2722;certo
AL;2705606;Novo Lino;12837;12764;Novo Lino;12690;certo
RS;4313425;Novo Machado;3191;3256;Novo Machado;3323;certo
MT;5106265;Novo Mundo;9545;9363;Novo Mundo;9178;certo
CE;2309409;Novo Oriente;28737;28673;Novo Oriente;28607;certo
MG;3145356;Novo Oriente de Minas;10800;10778;Novo Oriente de Minas;10755;certo
PI;2206902;Novo Oriente do Piauí;6548;6556;Novo Oriente do Piauí;6565;certo
GO;5215256;Novo Planalto;4592;4544;Novo Planalto;4495;certo
PA;1505031;Novo Progresso;25769;25766;Novo Progresso;25762;certo
PA;1505064;Novo Repartimento;78488;77214;Novo Repartimento;75919;certo
PI;2206951;Novo Santo Antônio;3014;3003;Novo Santo Antônio;2991;certo
MT;5106315;Novo Santo Antônio;2769;2705;Novo Santo Antônio;2640;certo
MT;5106281;Novo São Joaquim;4837;4938;Novo São Joaquim;5074;certo
RS;4313441;Novo Tiradentes;2189;2200;Novo Tiradentes;2211;certo
BA;2923050;Novo Triunfo;15445;15443;Novo Triunfo;15440;certo
RS;4313466;Novo Xingu;1705;1712;Novo Xingu;1719;certo
MG;3145372;Novorizonte;5348;5324;Novorizonte;5299;certo
SP;3533601;Nuporanga;7522;7478;Nuporanga;7432;certo
PA;1505106;Óbidos;52473;52306;Óbidos;52137;certo
CE;2309458;Ocara;25958;25833;Ocara;25703;certo
SP;3533700;Ocauçu;4294;4291;Ocauçu;4289;certo
PI;2207009;Oeiras;37138;37085;Oeiras;37029;certo
PA;1505205;Oeiras do Pará;33182;32850;Oeiras do Pará;32512;certo
AP;1600501;Oiapoque;28534;27906;Oiapoque;27270;certo
MG;3145406;Olaria;1694;1720;Olaria;1747;certo
SP;3533809;Óleo;2447;2471;Óleo;2496;certo
PB;2510402;Olho d'Água;6399;6462;Olho d'Água;6526;certo
MA;2107407;Olho d'Água das Cunhãs;19616;19561;Olho d'Água das Cunhãs;19505;certo
AL;2705705;Olho d'Água das Flores;21690;21738;Olho d'Água das Flores;21688;certo
RN;2408409;Olho d'Água do Borges;4231;9441;Olho d'Água do Casado;9373;errado
AL;2705804;Olho d'Água do Casado;9507;2468;Olho D'Água do Piauí;2459;errado
PI;2207108;Olho D'Água do Piauí;2477;5128;Olho d'Água Grande;5123;errado
AL;2705903;Olho d'Água Grande;5133;4244;Olho-d'Água do Borges;4258;errado
MG;3145455;Olhos-d'Água;6243;6171;Olhos-d'Água;6096;certo
SP;3533908;Olímpia;55477;55130;Olímpia;54772;certo
MG;3145505;Olímpio Noronha;2829;2809;Olímpio Noronha;2787;certo
PE;2609600;Olinda;393734;393115;Olinda;392482;certo
MA;2107456;Olinda Nova do Maranhão;14968;14836;Olinda Nova do Maranhão;14701;certo
BA;2923100;Olindina;28373;28304;Olindina;28229;certo
PB;2510501;Olivedos;3989;3961;Olivedos;3932;certo
MG;3145604;Oliveira;41987;41840;Oliveira;41687;certo
TO;1715507;Oliveira de Fátima;1124;1118;Oliveira de Fátima;1112;certo
BA;2923209;Oliveira dos Brejinhos;21797;21810;Oliveira dos Brejinhos;21825;certo
MG;3145703;Oliveira Fortes;2128;2130;Oliveira Fortes;2133;certo
AL;2706000;Olivença;11681;11657;Olivença;11624;certo
MG;3145802;Onça de Pitangui;3155;3152;Onça de Pitangui;3148;certo
SP;3534005;Onda Verde;4462;4422;Onda Verde;4381;certo
MG;3145851;Oratórios;4671;4663;Oratórios;4655;certo
SP;3534104;Oriente;6569;6542;Oriente;6515;certo
SP;3534203;Orindiúva;7318;7194;Orindiúva;7066;certo
PA;1505304;Oriximiná;74921;74016;Oriximiná;73096;certo
MG;3145877;Orizânia;8138;8079;Orizânia;8018;certo
GO;5215306;Orizona;15834;15725;Orizona;15615;certo
SP;3534302;Orlândia;44682;44360;Orlândia;44028;certo
SC;4211702;Orleans;23161;23038;Orleans;22912;certo
PE;2609709;Orobó;23985;23935;Orobó;23884;certo
PE;2609808;Orocó;15309;15152;Orocó;14991;certo
CE;2309508;Orós;21342;21384;Orós;21427;certo
PR;4117305;Ortigueira;21783;21960;Ortigueira;22141;certo
SP;3534401;Osasco;701428;699944;Osasco;698418;certo
SP;3534500;Oscar Bressane;2603;2603;Oscar Bressane;2603;certo
RS;4313508;Osório;46815;46414;Osório;45994;certo
SP;3534609;Osvaldo Cruz;33118;33000;Osvaldo Cruz;32879;certo
SC;4211751;Otacílio Costa;19201;18975;Otacílio Costa;18744;certo
PA;1505403;Ourém;18079;17961;Ourém;17842;certo
BA;2923308;Ouriçangas;8575;8570;Ouriçangas;8564;certo
PE;2609907;Ouricuri;70466;69969;Ouricuri;69459;certo
PA;1505437;Ourilândia do Norte;33831;33335;Ourilândia do Norte;32832;certo
SP;3534708;Ourinhos;115139;114352;Ourinhos;113542;certo
PR;4117404;Ourizona;3423;3425;Ourizona;3428;certo
SC;4211801;Ouro;7251;7272;Ouro;7295;certo
RN;2408508;Ouro Branco;4813;4813;Ouro Branco;4812;certo
AL;2706109;Ouro Branco;11573;11535;Ouro Branco;11496;certo
MG;3145901;Ouro Branco;40220;39867;Ouro Branco;39500;certo
MG;3146008;Ouro Fino;33938;33791;Ouro Fino;33639;certo
MG;3146107;Ouro Preto;74824;74558;Ouro Preto;74281;certo
RO;1100155;Ouro Preto do Oeste;35445;35737;Ouro Preto do Oeste;36035;certo
PB;2510600;Ouro Velho;3052;3046;Ouro Velho;3039;certo
SP;3534807;Ouro Verde;8676;8620;Ouro Verde;8562;certo
SC;4211850;Ouro Verde;2197;2207;Ouro Verde;2217;certo
GO;5215405;Ouro Verde de Goiás;3679;3723;Ouro Verde de Goiás;3759;certo
MG;3146206;Ouro Verde de Minas;5895;5914;Ouro Verde de Minas;5934;certo
PR;4117453;Ouro Verde do Oeste;6036;6016;Ouro Verde do Oeste;5996;certo
SP;3534757;Ouroeste;10712;10539;Ouroeste;10361;certo
BA;2923357;Ourolândia;17567;17511;Ourolândia;17451;certo
GO;5215504;Ouvidor;6895;6782;Ouvidor;6667;certo
SP;3534906;Pacaembu;14326;14263;Pacaembu;14197;certo
PA;1505486;Pacajá;49110;48414;Pacajá;47706;certo
CE;2309607;Pacajus;74145;73188;Pacajus;72203;certo
RR;1400456;Pacaraima;20108;18913;Pacaraima;17401;certo
CE;2309706;Pacatuba;85647;84554;Pacatuba;83432;certo
SE;2804904;Pacatuba;14650;14540;Pacatuba;14428;certo
MA;2107506;Paço do Lumiar;125265;123747;Paço do Lumiar;122197;certo
CE;2309805;Pacoti;12313;12288;Pacoti;12261;certo
CE;2309904;Pacujá;6565;6549;Pacujá;6533;certo
GO;5215603;Padre Bernardo;35011;34430;Padre Bernardo;33835;certo
MG;3146255;Padre Carvalho;6466;6423;Padre Carvalho;6378;certo
PI;2207207;Padre Marcos;6879;6873;Padre Marcos;6868;certo
MG;3146305;Padre Paraíso;20346;20252;Padre Paraíso;20154;certo
PI;2207306;Paes Landim;4124;4126;Paes Landim;4129;certo
MG;3146552;Pai Pedro;6098;6094;Pai Pedro;6089;certo
SC;4211876;Paial;1444;1474;Paial;1505;certo
PR;4117503;Paiçandu;42251;41773;Paiçandu;41281;certo
RS;4313607;Paim Filho;3731;3778;Paim Filho;3828;certo
MG;3146404;Paineiras;4440;4462;Paineiras;4486;certo
SC;4211892;Painel;2352;2356;Painel;2359;certo
MG;3146503;Pains;8308;8296;Pains;8283;certo
MG;3146602;Paiva;1517;1523;Paiva;1529;certo
PI;2207355;Pajeú do Piauí;3416;3404;Pajeú do Piauí;3389;certo
AL;2706208;Palestina;5061;5037;Palestina;5011;certo
SP;3535002;Palestina;13285;13123;Palestina;12957;certo
GO;5215652;Palestina de Goiás;3470;3467;Palestina de Goiás;3464;certo
PA;1505494;Palestina do Pará;7575;7582;Palestina do Pará;7589;certo
CE;2310001;Palhano;9458;9422;Palhano;9386;certo
SC;4211900;Palhoça;178679;175272;Palhoça;171797;certo
MG;3146701;Palma;6606;6611;Palma;6616;certo
SC;4212007;Palma Sola;7321;7372;Palma Sola;7423;certo
CE;2310100;Palmácia;13553;13439;Palmácia;13322;certo
PE;2610004;Palmares;63745;63500;Palmares;63250;certo
RS;4313656;Palmares do Sul;11342;11330;Palmares do Sul;11318;certo
SP;3535101;Palmares Paulista;13691;13486;Palmares Paulista;13275;certo
TO;1721000;Palmas;313349;306296;Palmas;299127;certo
PR;4117602;Palmas;52503;51755;Palmas;50986;certo
BA;2923407;Palmas de Monte Alto;21840;21796;Palmas de Monte Alto;21750;certo
PR;4117701;Palmeira;34109;33994;Palmeira;33877;certo
SC;4212056;Palmeira;2673;2650;Palmeira;2627;certo
RS;4313706;Palmeira das Missões;32967;33131;Palmeira das Missões;33303;certo
PI;2207405;Palmeira do Piauí;5029;5036;Palmeira do Piauí;5043;certo
SP;3535200;Palmeira d'Oeste;9173;9227;Palmeira d'Oeste;9283;certo
AL;2706307;Palmeira dos Índios;73452;73337;Palmeira dos Índios;73218;certo
PI;2207504;Palmeirais;14633;14587;Palmeirais;14539;certo
MA;2107605;Palmeirândia;19840;19781;Palmeirândia;19722;certo
TO;1715705;Palmeirante;6234;6131;Palmeirante;6026;certo
BA;2923506;Palmeiras;9123;9071;Palmeiras;9019;certo
GO;5215702;Palmeiras de Goiás;29915;29392;Palmeiras de Goiás;28858;certo
TO;1713809;Palmeiras do Tocantins;6830;6745;Palmeiras do Tocantins;6658;certo
PE;2610103;Palmeirina;7509;7600;Palmeirina;7693;certo
TO;1715754;Palmeirópolis;7694;7676;Palmeirópolis;7659;certo
GO;5215801;Palmelo;2382;2381;Palmelo;2381;certo
GO;5215900;Palminópolis;3578;3582;Palminópolis;3585;certo
SP;3535309;Palmital;22322;22272;Palmital;22221;certo
PR;4117800;Palmital;12755;12960;Palmital;13172;certo
RS;4313805;Palmitinho;7056;7056;Palmitinho;7057;certo
SC;4212106;Palmitos;16144;16157;Palmitos;16169;certo
MG;3146750;Palmópolis;5196;5349;Palmópolis;5507;certo
PR;4117909;Palotina;32389;32121;Palotina;31846;certo
GO;5216007;Panamá;2590;2603;Panamá;2615;certo
RS;4313904;Panambi;44583;44128;Panambi;43667;certo
ES;3204005;Pancas;23426;23306;Pancas;23184;certo
PE;2610202;Panelas;26438;26456;Panelas;26474;certo
SP;3535408;Panorama;15944;15862;Panorama;15777;certo
RS;4313953;Pantano Grande;8995;9083;Pantano Grande;9174;certo
AL;2706406;Pão de Açúcar;24307;24351;Pão de Açúcar;24399;certo
MG;3146909;Papagaios;15922;15800;Papagaios;15674;certo
SC;4212205;Papanduva;19521;19422;Papanduva;19320;certo
PI;2207553;Paquetá;3931;3937;Paquetá;3945;certo
MG;3147105;Pará de Minas;95616;94808;Pará de Minas;93969;certo
RJ;3303609;Paracambi;53093;52683;Paracambi;52257;certo
MG;3147006;Paracatu;94539;93862;Paracatu;93158;certo
CE;2310209;Paracuru;35526;35304;Paracuru;35076;certo
PA;1505502;Paragominas;115838;114503;Paragominas;113145;certo
MG;3147204;Paraguaçu;21693;21605;Paraguaçu;21513;certo
SP;3535507;Paraguaçu Paulista;46180;45945;Paraguaçu Paulista;45703;certo
RS;4314001;Paraí;7793;7727;Paraí;7657;certo
RJ;3303708;Paraíba do Sul;44741;44518;Paraíba do Sul;44285;certo
MA;2107704;Paraibano;21571;21479;Paraibano;21386;certo
SP;3535606;Paraibuna;18302;18263;Paraibuna;18222;certo
CE;2310258;Paraipaba;33232;32992;Paraipaba;32744;certo
SP;3535705;Paraíso;6536;6496;Paraíso;6454;certo
SC;4212239;Paraíso;3284;3360;Paraíso;3437;certo
MS;5006275;Paraíso das Águas;5751;5654;Paraíso das Águas;5555;certo
PR;4118006;Paraíso do Norte;14211;14023;Paraíso do Norte;13830;certo
RS;4314027;Paraíso do Sul;7635;7623;Paraíso do Sul;7611;certo
TO;1716109;Paraíso do Tocantins;52521;51891;Paraíso do Tocantins;51252;certo
MG;3147303;Paraisópolis;21353;21221;Paraisópolis;21083;certo
CE;2310308;Parambu;31391;31455;Parambu;31521;certo
BA;2923605;Paramirim;21777;21695;Paramirim;21607;certo
CE;2310407;Paramoti;12276;12252;Paramoti;12226;certo
RN;2408607;Paraná;4298;4276;Paraná;4254;certo
TO;1716208;Paranã;10426;10437;Paranã;10449;certo
PR;4118105;Paranacity;11685;11580;Paranacity;11472;certo
PR;4118204;Paranaguá;157378;156174;Paranaguá;154936;certo
MS;5006309;Paranaíba;42401;42276;Paranaíba;42148;certo
GO;5216304;Paranaiguara;10221;10140;Paranaiguara;10057;certo
MT;5106299;Paranaíta;11291;11244;Paranaíta;11225;certo
SP;3535804;Paranapanema;20588;20395;Paranapanema;20197;certo
PR;4118303;Paranapoema;3277;3241;Paranapoema;3203;certo
SP;3535903;Paranapuã;4112;4095;Paranapuã;4078;certo
PE;2610301;Paranatama;11608;11566;Paranatama;11523;certo
MT;5106307;Paranatinga;23250;22861;Paranatinga;22563;certo
PR;4118402;Paranavaí;89454;88922;Paranavaí;88374;certo
MS;5006358;Paranhos;14576;14404;Paranhos;14228;certo
MG;3147402;Paraopeba;24854;24700;Paraopeba;24540;certo
SP;3536000;Parapuã;10934;10949;Parapuã;10964;certo
PB;2510659;Parari;1747;1758;Parari;1771;certo
BA;2923704;Paratinga;32274;32141;Paratinga;32000;certo
RJ;3303807;Paraty;44175;43680;Paraty;43165;certo
RN;2408706;Paraú;3732;3750;Paraú;3768;certo
PA;1505536;Parauapebas;218787;213576;Parauapebas;208273;certo
GO;5216403;Paraúna;10988;10980;Paraúna;10988;certo
RN;2408805;Parazinho;5307;5272;Parazinho;5237;certo
SP;3536109;Pardinho;6579;6508;Pardinho;6435;certo
RS;4314035;Pareci Novo;3885;3862;Pareci Novo;3837;certo
RO;1101450;Parecis;6319;6198;Parecis;6074;certo
RN;2408904;Parelhas;21611;21545;Parelhas;21477;certo
AL;2706422;Pariconha;10546;10539;Pariconha;10533;certo
AM;1303403;Parintins;116439;115363;Parintins;114273;certo
BA;2923803;Paripiranga;29124;29058;Paripiranga;28989;certo
AL;2706448;Paripueira;13484;13332;Paripueira;13176;certo
SP;3536208;Pariquera-Açu;19797;19723;Pariquera-Açu;19648;certo
SP;3536257;Parisi;2177;2169;Parisi;2161;certo
PI;2207603;Parnaguá;10846;10819;Parnaguá;10791;certo
PI;2207702;Parnaíba;153863;153482;Parnaíba;153078;certo
RN;2403251;Parnamirim;272490;267036;Parnamirim;261469;certo
PE;2610400;Parnamirim;22198;22106;Parnamirim;22010;certo
MA;2107803;Parnarama;35108;35008;Parnarama;34907;certo
RS;4314050;Parobé;59419;58858;Parobé;58272;certo
RN;2409100;Passa e Fica;13667;13474;Passa e Fica;13277;certo
MG;3147600;Passa Quatro;16439;16393;Passa Quatro;16344;certo
RS;4314068;Passa Sete;5790;5747;Passa Sete;5702;certo
MG;3147709;Passa Tempo;8031;8057;Passa Tempo;8084;certo
MG;3147808;Passa Vinte;2024;2031;Passabém;1649;errado
MG;3147501;Passabém;1619;1633;Passagem;3089;errado
RN;2409209;Passagem;3114;3102;Passagem;2419;certo
PB;2510709;Passagem;2453;2436;Passagem Franca;19019;errado
MA;2107902;Passagem Franca;19253;19137;Passagem Franca do Piauí;4313;errado
PI;2207751;Passagem Franca do Piauí;4331;4323;Passa-Vinte;2039;errado
PE;2610509;Passira;28856;28894;Passira;28933;certo
AL;2706505;Passo de Camaragibe;15270;15258;Passo de Camaragibe;15245;certo
SC;4212254;Passo de Torres;9269;9048;Passo de Torres;8823;certo
RS;4314076;Passo do Sobrado;6612;6574;Passo do Sobrado;6535;certo
RS;4314100;Passo Fundo;206103;204722;Passo Fundo;203275;certo
MG;3147907;Passos;115970;115337;Passos;114679;certo
SC;4212270;Passos Maia;4072;4109;Passos Maia;4147;certo
MA;2108009;Pastos Bons;19693;19583;Pastos Bons;19472;certo
MG;3147956;Patis;6031;6002;Patis;5972;certo
PR;4118451;Pato Bragado;5755;5684;Pato Bragado;5610;certo
PR;4118501;Pato Branco;84779;83843;Pato Branco;82881;certo
PB;2510808;Patos;108766;108192;Patos;107605;certo
MG;3148004;Patos de Minas;154641;153585;Patos de Minas;152488;certo
PI;2207777;Patos do Piauí;6420;6406;Patos do Piauí;6392;certo
MG;3148103;Patrocínio;92116;91449;Patrocínio;90757;certo
MG;3148202;Patrocínio do Muriaé;5744;5715;Patrocínio do Muriaé;5684;certo
SP;3536307;Patrocínio Paulista;14941;14807;Patrocínio Paulista;14670;certo
RN;2409308;Patu;12861;12809;Patu;12755;certo
RJ;3303856;Paty do Alferes;27942;27858;Paty do Alferes;27769;certo
BA;2923902;Pau Brasil;9550;9686;Pau Brasil;9831;certo
PA;1505551;Pau D'Arco;5339;5410;Pau D'Arco;5483;certo
TO;1716307;Pau D'Arco;4885;4867;Pau D'Arco;4849;certo
PI;2207793;Pau D'Arco do Piauí;4084;4065;Pau D'Arco do Piauí;4045;certo
RN;2409407;Pau dos Ferros;30802;30600;Pau dos Ferros;30394;certo
PE;2610608;Paudalho;57346;56933;Paudalho;56506;certo
AM;1303502;Pauini;19616;19522;Pauini;19426;certo
MG;3148301;Paula Cândido;9597;9584;Paula Cândido;9571;certo
PR;4118600;Paula Freitas;5942;5908;Paula Freitas;5873;certo
SP;3536406;Paulicéia;7540;7454;Paulicéia;7366;certo
SP;3536505;Paulínia;114508;112003;Paulínia;109424;certo
MA;2108058;Paulino Neves;16295;16166;Paulino Neves;16035;certo
PB;2510907;Paulista;12411;12379;Paulista;12347;certo
PE;2610707;Paulista;336919;334376;Paulista;331774;certo
PI;2207801;Paulistana;20583;20554;Paulistana;20523;certo
SP;3536570;Paulistânia;1835;1834;Paulistânia;1833;certo
MG;3148400;Paulistas;4794;4812;Paulistas;4830;certo
BA;2924009;Paulo Afonso;119213;118516;Paulo Afonso;117782;certo
RS;4314134;Paulo Bento;2303;2299;Paulo Bento;2293;certo
SP;3536604;Paulo de Faria;8973;8959;Paulo de Faria;8945;certo
PR;4118709;Paulo Frontin;7418;7387;Paulo Frontin;7354;certo
AL;2706604;Paulo Jacinto;7556;7560;Paulo Jacinto;7564;certo
SC;4212304;Paulo Lopes;7642;7569;Paulo Lopes;7494;certo
MA;2108108;Paulo Ramos;21092;21066;Paulo Ramos;21040;certo
MG;3148509;Pavão;8390;8419;Pavão;8450;certo
RS;4314159;Paverama;8541;8515;Paverama;8487;certo
PI;2207850;Pavussu;3662;3669;Pavussu;3677;certo
BA;2924058;Pé de Serra;13535;13556;Pé de Serra;13578;certo
PR;4118808;Peabiru;14017;14007;Peabiru;13996;certo
MG;3148608;Peçanha;17534;17537;Peçanha;17541;certo
SP;3536703;Pederneiras;47523;47111;Pederneiras;46687;certo
PE;2610806;Pedra;22716;22668;Pedra;22617;certo
MG;3148707;Pedra Azul;24333;24329;Pedra Azul;24324;certo
SP;3536802;Pedra Bela;6127;6110;Pedra Bela;6093;certo
MG;3148756;Pedra Bonita;7157;7128;Pedra Bonita;7097;certo
CE;2310506;Pedra Branca;43359;43309;Pedra Branca;43258;certo
PB;2511004;Pedra Branca;3802;3802;Pedra Branca;3801;certo
AP;1600154;Pedra Branca do Amapari;17625;17067;Pedra Branca do Amapari;16502;certo
MG;3148806;Pedra do Anta;2960;3005;Pedra do Anta;3052;certo
MG;3148905;Pedra do Indaiá;3977;3974;Pedra do Indaiá;3972;certo
MG;3149002;Pedra Dourada;2559;2532;Pedra Dourada;2504;certo
RN;2409506;Pedra Grande;3163;3199;Pedra Grande;3237;certo
PB;2511103;Pedra Lavrada;7954;7899;Pedra Lavrada;7843;certo
SE;2805000;Pedra Mole;3309;3285;Pedra Mole;3261;certo
RN;2409605;Pedra Preta;2419;2438;Pedra Preta;2458;certo
MT;5106372;Pedra Preta;17547;17446;Pedra Preta;17626;certo
MG;3149101;Pedralva;11098;11146;Pedralva;11195;certo
SP;3536901;Pedranópolis;2468;2481;Pedranópolis;2494;certo
BA;2924108;Pedrão;7438;7394;Pedrão;7347;certo
RS;4314175;Pedras Altas;1928;1954;Pedras Altas;1982;certo
PB;2511202;Pedras de Fogo;28607;28533;Pedras de Fogo;28458;certo
MG;3149150;Pedras de Maria da Cruz;12313;12212;Pedras de Maria da Cruz;12107;certo
SC;4212403;Pedras Grandes;3931;3953;Pedras Grandes;3976;certo
SP;3537008;Pedregulho;16876;16811;Pedregulho;16744;certo
SP;3537107;Pedreira;48992;48463;Pedreira;47919;certo
MA;2108207;Pedreiras;39153;39191;Pedreiras;39229;certo
SE;2805109;Pedrinhas;9727;9665;Pedrinhas;9602;certo
SP;3537156;Pedrinhas Paulista;3109;3101;Pedrinhas Paulista;3093;certo
MG;3149200;Pedrinópolis;3651;3643;Pedrinópolis;3635;certo
TO;1716505;Pedro Afonso;13964;13773;Pedro Afonso;13578;certo
BA;2924207;Pedro Alexandre;16698;16682;Pedro Alexandre;16667;certo
RN;2409704;Pedro Avelino;6591;6653;Pedro Avelino;6716;certo
ES;3204054;Pedro Canário;26575;26381;Pedro Canário;26184;certo
SP;3537206;Pedro de Toledo;11507;11421;Pedro de Toledo;11331;certo
MA;2108256;Pedro do Rosário;25560;25354;Pedro do Rosário;25144;certo
MS;5006408;Pedro Gomes;7568;7621;Pedro Gomes;7674;certo
PI;2207900;Pedro II;38812;38778;Pedro II;38742;certo
PI;2207934;Pedro Laurentino;2551;2544;Pedro Laurentino;2536;certo
MG;3149309;Pedro Leopoldo;65149;64712;Pedro Leopoldo;64258;certo
RS;4314209;Pedro Osório;7683;7706;Pedro Osório;7730;certo
PB;2512721;Pedro Régis;6139;6114;Pedro Régis;6089;certo
MG;3149408;Pedro Teixeira;1804;1806;Pedro Teixeira;1807;certo
RN;2409803;Pedro Velho;14881;14844;Pedro Velho;14806;certo
TO;1716604;Peixe;11996;11873;Peixe;11749;certo
PA;1505601;Peixe-Boi;8084;8081;Peixe-Boi;8077;certo
